0x16c3000
13	1	0	0	
14	2	0	0	0	
15	1	0	0	
45	49	17	1	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	4	1	2	0	0	0	0	1	1	0	1	0	0	0	1	
46	1	0	0	
47	1	0	0	
48	49	18	1	0	1	0	3	0	0	0	0	1	0	1	0	0	0	0	4	1	2	0	0	0	0	1	1	0	1	0	0	0	1	
49	1	0	0	
50	1	0	0	
57	1	0	0	
58	1	0	0	

0x16c4000
0	1	0	0	
1	10	0	0	0	0	0	0	0	0	0	0	0	
2	5	0	0	0	0	0	0	
3	9	0	0	0	0	0	0	0	0	0	0	
4	3	0	0	0	0	
5	7	0	0	0	0	0	0	0	0	
6	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7	4	0	0	0	0	0	
8	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	2	0	0	0	
10	8	1	0	1	0	0	0	0	0	
21	4	0	0	0	0	0	
22	49	18	1	0	1	0	2	0	1	0	0	0	1	2	0	2	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	1	2	
26	47	10	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	
27	47	14	0	1	0	0	3	0	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	
28	1	0	0	
51	1	0	0	
55	47	10	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	
56	1	0	0	
57	47	10	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	
61	1	0	0	
62	1	0	0	

0x16c5000
2	50	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3	1	0	0	
4	50	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	1	0	0	

0x16c9000
14	1	0	0	
23	1	0	0	
24	1	0	0	
25	1	0	0	
26	1	0	0	
27	1	0	0	
28	1	0	0	
29	1	0	0	
30	1	0	0	
31	1	0	0	
32	1	0	0	
